timestamp,kind,run,out_dir,arch,hidden_dim,num_layers,hops_per_layer,mdk_use,data_root,seed,max_epochs,epochs_run,best_val_loss,best_epoch,train_seconds,split,checkpoint,n_scenarios,rmse,mae,csi_0p05,csi_0p3,report
2026-09-13T12:04:17,eval,MS_partA_flow_mdk_s1,runs/MS_partA_flow_mdk_s1,,,,,,data/real_cases/scenarios_1d,,,,,,,val,runs/MS_partA_flow_mdk_s1/last.pt,5,6.343435;252.042992,4.455086;207.681277,0.9616,0.9549,runs\MS_partA_flow_mdk_s1\eval_val_scenarios_1d.json
2026-09-13T12:08:17,train,MS_partA_gcn_s1,runs\MS_partA_gcn_s1,baseline_gcn,32,3,1,False,data/scenarios_partA_v2,1,40,40,10.656651,4,231,,,,,,,,runs\MS_partA_gcn_s1\history.json
2026-09-13T12:08:34,eval,MS_partA_gcn_s1,runs/MS_partA_gcn_s1,,,,,,data/scenarios_partA_v2,,,,,,,test,runs/MS_partA_gcn_s1/last.pt,49,1.010303;44.398905,0.800156;35.551224,0.6644,0.3977,runs\MS_partA_gcn_s1\eval_test.json
2026-09-13T12:08:47,eval,MS_partA_gcn_s1,runs/MS_partA_gcn_s1,,,,,,data/real_cases/family_mdx,,,,,,,test,runs/MS_partA_gcn_s1/last.pt,7,3.768578;506.983307,3.473722;460.222212,0.3358,0.2523,runs\MS_partA_gcn_s1\eval_test_family_mdx.json
2026-09-13T12:08:57,eval,MS_partA_gcn_s1,runs/MS_partA_gcn_s1,,,,,,data/real_cases/family_zxh,,,,,,,test,runs/MS_partA_gcn_s1/last.pt,6,0.344662;22.746191,0.302886;20.041113,0.9088,0.7427,runs\MS_partA_gcn_s1\eval_test_family_zxh.json
2026-09-13T12:09:07,eval,MS_partA_gcn_s1,runs/MS_partA_gcn_s1,,,,,,data/real_cases/family_wqh,,,,,,,test,runs/MS_partA_gcn_s1/last.pt,6,0.918932;59.716434,0.718541;48.204613,0.8629,0.7660,runs\MS_partA_gcn_s1\eval_test_family_wqh.json
2026-09-13T12:09:17,eval,MS_partA_gcn_s1,runs/MS_partA_gcn_s1,,,,,,data/real_cases/scenarios_1d,,,,,,,val,runs/MS_partA_gcn_s1/last.pt,5,2.743048;225.293897,2.013904;191.566109,0.8154,0.7243,runs\MS_partA_gcn_s1\eval_val_scenarios_1d.json
2026-09-13T12:20:47,train,MS_B1_swegnn_s1,runs\MS_B1_swegnn_s1,flow_mdk,32,2,2,False,data/real_cases/family_all,1,40,40,131.685354,1,682,,,,,,,,runs\MS_B1_swegnn_s1\history.json
2026-09-13T12:21:02,eval,MS_B1_swegnn_s1,runs/MS_B1_swegnn_s1,,,,,,data/real_cases/family_all,,,,,,,test,runs/MS_B1_swegnn_s1/last.pt,19,0.990328;127.562519,0.696255;100.780813,1.0000,0.9908,runs\MS_B1_swegnn_s1\eval_test.json
2026-09-13T12:21:12,eval,MS_B1_swegnn_s1,runs/MS_B1_swegnn_s1,,,,,,data/real_cases/scenarios_1d,,,,,,,val,runs/MS_B1_swegnn_s1/last.pt,5,1.675775;214.352193,1.005278;172.589538,0.9996,0.9991,runs\MS_B1_swegnn_s1\eval_val_scenarios_1d.json
2026-09-13T12:38:48,train,MS_B1_flow_mdk_s1,runs\MS_B1_flow_mdk_s1,flow_mdk,32,3,1,True,data/real_cases/family_all,1,40,40,121.598300,4,1048,,,,,,,,runs\MS_B1_flow_mdk_s1\history.json
2026-09-13T12:39:07,eval,MS_B1_flow_mdk_s1,runs/MS_B1_flow_mdk_s1,,,,,,data/real_cases/family_all,,,,,,,test,runs/MS_B1_flow_mdk_s1/last.pt,19,0.895502;282.693214,0.627756;210.009899,1.0000,0.9938,runs\MS_B1_flow_mdk_s1\eval_test.json
2026-09-13T12:39:18,eval,MS_B1_flow_mdk_s1,runs/MS_B1_flow_mdk_s1,,,,,,data/real_cases/scenarios_1d,,,,,,,val,runs/MS_B1_flow_mdk_s1/last.pt,5,2.074482;547.819223,1.533062;410.773621,0.9996,0.9991,runs\MS_B1_flow_mdk_s1\eval_val_scenarios_1d.json
2026-09-13T12:54:17,train,MS_B1_ssgc_s1,runs\MS_B1_ssgc_s1,flow_mdk,32,3,1,True,data/real_cases/family_all,1,40,40,126.106336,1,891,,,,,,,,runs\MS_B1_ssgc_s1\history.json
2026-09-13T12:54:35,eval,MS_B1_ssgc_s1,runs/MS_B1_ssgc_s1,,,,,,data/real_cases/family_all,,,,,,,test,runs/MS_B1_ssgc_s1/last.pt,19,0.769025;154.710913,0.590459;134.187243,1.0000,0.9941,runs\MS_B1_ssgc_s1\eval_test.json
2026-09-13T12:54:46,eval,MS_B1_ssgc_s1,runs/MS_B1_ssgc_s1,,,,,,data/real_cases/scenarios_1d,,,,,,,val,runs/MS_B1_ssgc_s1/last.pt,5,1.671306;220.911389,1.055261;186.544814,0.9996,0.9988,runs\MS_B1_ssgc_s1\eval_val_scenarios_1d.json
2026-09-13T13:00:19,train,MS_partA_swegnn_s2,runs\MS_partA_swegnn_s2,flow_mdk,32,2,2,False,data/scenarios_partA_v2,2,40,40,8.695546,3,326,,,,,,,,runs\MS_partA_swegnn_s2\history.json
2026-09-13T13:00:36,eval,MS_partA_swegnn_s2,runs/MS_partA_swegnn_s2,,,,,,data/scenarios_partA_v2,,,,,,,test,runs/MS_partA_swegnn_s2/last.pt,49,4.256337;243.858039,3.425457;198.190350,0.9726,0.5816,runs\MS_partA_swegnn_s2\eval_test.json
2026-09-13T13:00:48,eval,MS_partA_swegnn_s2,runs/MS_partA_swegnn_s2,,,,,,data/real_cases/family_mdx,,,,,,,test,runs/MS_partA_swegnn_s2/last.pt,7,6.456369;385.479579,4.081696;290.453905,0.9949,0.9855,runs\MS_partA_swegnn_s2\eval_test_family_mdx.json
2026-09-13T13:00:56,eval,MS_partA_swegnn_s2,runs/MS_partA_swegnn_s2,,,,,,data/real_cases/family_zxh,,,,,,,test,runs/MS_partA_swegnn_s2/last.pt,6,3.147824;175.856420,2.431181;138.103727,1.0000,0.9904,runs\MS_partA_swegnn_s2\eval_test_family_zxh.json
2026-09-13T13:01:06,eval,MS_partA_swegnn_s2,runs/MS_partA_swegnn_s2,,,,,,data/real_cases/family_wqh,,,,,,,test,runs/MS_partA_swegnn_s2/last.pt,6,2.239905;143.848911,1.662409;112.163956,0.9996,0.9923,runs\MS_partA_swegnn_s2\eval_test_family_wqh.json
2026-09-13T13:01:15,eval,MS_partA_swegnn_s2,runs/MS_partA_swegnn_s2,,,,,,data/real_cases/scenarios_1d,,,,,,,val,runs/MS_partA_swegnn_s2/last.pt,5,2.946803;307.952008,1.939951;232.525275,0.9785,0.9695,runs\MS_partA_swegnn_s2\eval_val_scenarios_1d.json
2026-09-13T13:09:21,train,MS_partA_flow_mdk_s2,runs\MS_partA_flow_mdk_s2,flow_mdk,32,3,1,True,data/scenarios_partA_v2,2,40,40,7.528663,3,478,,,,,,,,runs\MS_partA_flow_mdk_s2\history.json
2026-09-13T13:09:44,eval,MS_partA_flow_mdk_s2,runs/MS_partA_flow_mdk_s2,,,,,,data/scenarios_partA_v2,,,,,,,test,runs/MS_partA_flow_mdk_s2/last.pt,49,0.765160;43.750008,0.638022;34.939207,0.9816,0.6020,runs\MS_partA_flow_mdk_s2\eval_test.json
2026-09-13T13:09:59,eval,MS_partA_flow_mdk_s2,runs/MS_partA_flow_mdk_s2,,,,,,data/real_cases/family_mdx,,,,,,,test,runs/MS_partA_flow_mdk_s2/last.pt,7,11.207387;1107.159031,7.792078;869.728289,0.5324,0.5010,runs\MS_partA_flow_mdk_s2\eval_test_family_mdx.json
2026-09-13T13:10:08,eval,MS_partA_flow_mdk_s2,runs/MS_partA_flow_mdk_s2,,,,,,data/real_cases/family_zxh,,,,,,,test,runs/MS_partA_flow_mdk_s2/last.pt,6,1.697475;118.257272,1.017442;70.927377,0.9641,0.9262,runs\MS_partA_flow_mdk_s2\eval_test_family_zxh.json
2026-09-13T13:10:18,eval,MS_partA_flow_mdk_s2,runs/MS_partA_flow_mdk_s2,,,,,,data/real_cases/family_wqh,,,,,,,test,runs/MS_partA_flow_mdk_s2/last.pt,6,2.130478;163.020725,1.246620;99.722410,0.8242,0.7892,runs\MS_partA_flow_mdk_s2\eval_test_family_wqh.json
2026-09-13T13:10:29,eval,MS_partA_flow_mdk_s2,runs/MS_partA_flow_mdk_s2,,,,,,data/real_cases/scenarios_1d,,,,,,,val,runs/MS_partA_flow_mdk_s2/last.pt,5,3.452408;364.048935,2.216049;267.213765,0.8563,0.8246,runs\MS_partA_flow_mdk_s2\eval_val_scenarios_1d.json
2026-09-13T13:14:09,train,MS_partA_gcn_s2,runs\MS_partA_gcn_s2,baseline_gcn,32,3,1,False,data/scenarios_partA_v2,2,40,40,11.155676,2,212,,,,,,,,runs\MS_partA_gcn_s2\history.json
2026-09-13T13:14:25,eval,MS_partA_gcn_s2,runs/MS_partA_gcn_s2,,,,,,data/scenarios_partA_v2,,,,,,,test,runs/MS_partA_gcn_s2/last.pt,49,0.747346;37.856141,0.516529;23.714982,0.9920,0.5672,runs\MS_partA_gcn_s2\eval_test.json
2026-09-13T13:14:37,eval,MS_partA_gcn_s2,runs/MS_partA_gcn_s2,,,,,,data/real_cases/family_mdx,,,,,,,test,runs/MS_partA_gcn_s2/last.pt,7,2.526301;418.357548,2.294823;369.970834,0.9116,0.7488,runs\MS_partA_gcn_s2\eval_test_family_mdx.json
2026-09-13T13:14:45,eval,MS_partA_gcn_s2,runs/MS_partA_gcn_s2,,,,,,data/real_cases/family_zxh,,,,,,,test,runs/MS_partA_gcn_s2/last.pt,6,0.103393;2.645166,0.077569;2.197275,1.0000,0.9323,runs\MS_partA_gcn_s2\eval_test_family_zxh.json
2026-09-13T13:14:55,eval,MS_partA_gcn_s2,runs/MS_partA_gcn_s2,,,,,,data/real_cases/family_wqh,,,,,,,test,runs/MS_partA_gcn_s2/last.pt,6,0.429439;20.565557,0.255239;11.826526,1.0000,0.9560,runs\MS_partA_gcn_s2\eval_test_family_wqh.json
2026-09-13T13:15:04,eval,MS_partA_gcn_s2,runs/MS_partA_gcn_s2,,,,,,data/real_cases/scenarios_1d,,,,,,,val,runs/MS_partA_gcn_s2/last.pt,5,1.771829;223.728205,1.123785;189.800279,0.9945,0.9732,runs\MS_partA_gcn_s2\eval_val_scenarios_1d.json
2026-09-13T13:27:15,train,MS_B1_swegnn_s2,runs\MS_B1_swegnn_s2,flow_mdk,32,2,2,False,data/real_cases/family_all,2,40,40,128.599505,1,723,,,,,,,,runs\MS_B1_swegnn_s2\history.json
2026-09-13T13:27:30,eval,MS_B1_swegnn_s2,runs/MS_B1_swegnn_s2,,,,,,data/real_cases/family_all,,,,,,,test,runs/MS_B1_swegnn_s2/last.pt,19,0.924903;153.808496,0.772765;133.437288,1.0000,0.9880,runs\MS_B1_swegnn_s2\eval_test.json
2026-09-13T13:27:39,eval,MS_B1_swegnn_s2,runs/MS_B1_swegnn_s2,,,,,,data/real_cases/scenarios_1d,,,,,,,val,runs/MS_B1_swegnn_s2/last.pt,5,1.725698;220.635618,1.048670;186.280052,0.9996,0.9988,runs\MS_B1_swegnn_s2\eval_val_scenarios_1d.json
2026-09-13T13:43:11,train,MS_B1_flow_mdk_s2,runs\MS_B1_flow_mdk_s2,flow_mdk,32,3,1,True,data/real_cases/family_all,2,40,40,123.137422,3,923,,,,,,,,runs\MS_B1_flow_mdk_s2\history.json
2026-09-13T13:43:31,eval,MS_B1_flow_mdk_s2,runs/MS_B1_flow_mdk_s2,,,,,,data/real_cases/family_all,,,,,,,test,runs/MS_B1_flow_mdk_s2/last.pt,19,0.780762;156.418359,0.639043;135.552200,1.0000,0.9942,runs\MS_B1_flow_mdk_s2\eval_test.json
2026-09-13T13:43:42,eval,MS_B1_flow_mdk_s2,runs/MS_B1_flow_mdk_s2,,,,,,data/real_cases/scenarios_1d,,,,,,,val,runs/MS_B1_flow_mdk_s2/last.pt,5,1.746437;222.281165,1.112268;187.637198,0.9996,0.9973,runs\MS_B1_flow_mdk_s2\eval_val_scenarios_1d.json
2026-09-13T14:00:30,train,MS_B1_ssgc_s2,runs\MS_B1_ssgc_s2,flow_mdk,32,3,1,True,data/real_cases/family_all,2,40,40,122.281714,4,999,,,,,,,,runs\MS_B1_ssgc_s2\history.json
2026-09-13T14:00:48,eval,MS_B1_ssgc_s2,runs/MS_B1_ssgc_s2,,,,,,data/real_cases/family_all,,,,,,,test,runs/MS_B1_ssgc_s2/last.pt,19,1.317555;150.351328,1.160280;121.719628,0.8329,0.7538,runs\MS_B1_ssgc_s2\eval_test.json
2026-09-13T14:00:59,eval,MS_B1_ssgc_s2,runs/MS_B1_ssgc_s2,,,,,,data/real_cases/scenarios_1d,,,,,,,val,runs/MS_B1_ssgc_s2/last.pt,5,1.913143;234.987150,1.273670;198.409352,0.9687,0.9330,runs\MS_B1_ssgc_s2\eval_val_scenarios_1d.json
2026-09-13T20:42:59,train,partA_paper_swegnn_20260913_202615,runs/partA_paper_swegnn_20260913_202615,flow_mdk,64,2,8,False,data/scenarios_partA_v2,0,150,102,9.934015,3,1000,,,,,,,,runs/partA_paper_swegnn_20260913_202615/history.json
